B.Code,value,table,field,issue,issue_addressed,addressed_by_whom,notes
JO0120,2_W/3_W/4_W/FW,Weed.Out,W.Level.Name,">1 weeding practices exist and comparison IS NOT allowed, check comparisons field is correct.",FALSE,"",""
JO0122,WD-1/WD-2,Weed.Out,W.Level.Name,">1 weeding practices exist and comparison IS NOT allowed, check comparisons field is correct.",FALSE,"",""
LM0321,maize/cowpea,Weed.Out,W.Level.Name,">1 weeding practices exist and comparison IS NOT allowed, check comparisons field is correct.",FALSE,"",""
NM0008,Mechanical -1/Mechanical -2,Weed.Out,W.Level.Name,">1 weeding practices exist and comparison IS NOT allowed, check comparisons field is correct.",FALSE,"",""
NN0232,W1/W2,Weed.Out,W.Level.Name,">1 weeding practices exist and comparison IS NOT allowed, check comparisons field is correct.",FALSE,"",""
NN0278,HW-MULCHED/HW-BARE,Weed.Out,W.Level.Name,">1 weeding practices exist and comparison IS NOT allowed, check comparisons field is correct.",FALSE,"",""
NN0410,weed 1/weed 2,Weed.Out,W.Level.Name,">1 weeding practices exist and comparison IS NOT allowed, check comparisons field is correct.",FALSE,"",""
NN0414,CT/CA,Weed.Out,W.Level.Name,">1 weeding practices exist and comparison IS NOT allowed, check comparisons field is correct.",FALSE,"",""
NN0452,one weeding/three weeding,Weed.Out,W.Level.Name,">1 weeding practices exist and comparison IS NOT allowed, check comparisons field is correct.",FALSE,"",""
NN0456,3 WACE/4 WACE/clean,Weed.Out,W.Level.Name,">1 weeding practices exist and comparison IS allowed, check comparisons field is correct (many conservation ag experiments where this is ok).",FALSE,"",""
NN0488,hand pull/hoe weeding,Weed.Out,W.Level.Name,">1 weeding practices exist and comparison IS NOT allowed, check comparisons field is correct.",FALSE,"",""
NN0514.1,Rice weeding/Maize weeding,Weed.Out,W.Level.Name,">1 weeding practices exist and comparison IS NOT allowed, check comparisons field is correct.",FALSE,"",""
NN0561,CT/Nyabeda CT,Weed.Out,W.Level.Name,">1 weeding practices exist and comparison IS NOT allowed, check comparisons field is correct.",FALSE,"",""
SP0001,Twice/Four/Clean,Weed.Out,W.Level.Name,">1 weeding practices exist and comparison IS NOT allowed, check comparisons field is correct.",FALSE,"",""
