B.Code,value,table,field,issue,issue_addressed,addressed_by_whom,notes
JO0003,"IAR/Amadu Bello University, Shika Farm",Times.Clim,Site.ID,A Site.ID used does not match the Site tab.,FALSE,"",""
JO0004,2007,Times.Clim,Time,A Time used does not match the Time tab.,FALSE,Charity,""
JO0004,University of Calabar Teaching & Research Farm,Times.Clim,Site.ID,A Site.ID used does not match the Site tab.,FALSE,"",""
JO0007,LR- 2012/LR-2013/SR- 2012/SR-2011,Times.Clim,Time,A Time used does not match the Time tab.,FALSE,Charity,""
JO0040,GSAEZ-Chereponi..Walewale..Salaga..Sawla..Karaga..Saboba/SSAEZ-Bawku..Bolgatanga..Garu..Lawra..Nandom..Tumu,Times.Clim,Site.ID,A Site.ID used does not match the Site tab.,FALSE,"",""
JO0084,"Experimental Station of the Embrapa Coastal Tablelands, Umbau ́ba",Times.Clim,Site.ID,A Site.ID used does not match the Site tab.,FALSE,"",""
JO0154,Season 1/Season 2,Time.Out,Time.Start.Year & Time.End.Year,"Character values for year start or end. Please convert unknown years to 9999.1, 9999.2, etc. conveying the ascending temporal sequence.",FALSE,"",""
JO0212,"São Paulo State University (Unesp), School of Agricultural and Veterinarian Sciences, in Jaboticabal, São Paulo, Brazil",Times.Clim,Site.ID,A Site.ID used does not match the Site tab.,FALSE,"",""
JO0213,El Batán Experimental Estation of CIMMYT,Times.Clim,Site.ID,A Site.ID used does not match the Site tab.,FALSE,"",""
NM0012,El Batán Experimental Estation of CIMMYT,Times.Clim,Site.ID,A Site.ID used does not match the Site tab.,FALSE,"",""
NM0022,"São Paulo State University (Unesp), School of Agricultural and Veterinarian Sciences, in Jaboticabal, São Paulo, Brazil",Times.Clim,Site.ID,A Site.ID used does not match the Site tab.,FALSE,"",""
NM0028,Year 1/Year 2,Time.Out,Time.Start.Year & Time.End.Year,"Character values for year start or end. Please convert unknown years to 9999.1, 9999.2, etc. conveying the ascending temporal sequence.",FALSE,"",""
NM0096,Year1,Time.Out,Time.Start.Year & Time.End.Year,"Character values for year start or end. Please convert unknown years to 9999.1, 9999.2, etc. conveying the ascending temporal sequence.",FALSE,"",""
NM0113,Year 1,Time.Out,Time.Start.Year & Time.End.Year,"Character values for year start or end. Please convert unknown years to 9999.1, 9999.2, etc. conveying the ascending temporal sequence.",FALSE,"",""
NN0418,Chinguluwe Extension Planning Area ..Tembwe Extension Planning Area/Manyamula Extension Planning Area ..Zombwe Extension Planning Area,Times.Clim,Site.ID,A Site.ID used does not match the Site tab.,FALSE,"",""
NN0549,9999 year 1/9999 year 2,Time.Out,Time.Start.Year & Time.End.Year,"Character values for year start or end. Please convert unknown years to 9999.1, 9999.2, etc. conveying the ascending temporal sequence.",FALSE,"",""
SA0035,Year 1/Year 2/Year 3/Year 4/Year 5/Year 6,Time.Out,Time.Start.Year & Time.End.Year,"Character values for year start or end. Please convert unknown years to 9999.1, 9999.2, etc. conveying the ascending temporal sequence.",FALSE,"",""
SA0047,2019-MZ/2019-CP,Times.Clim,Time,"Duplicate rows exist in table for cols Site.ID, Time, B.Code.",FALSE,"",""
SP0017,"São Paulo State University (Unesp), School of Agricultural and Veterinarian Sciences, in Jaboticabal, São Paulo, Brazil",Times.Clim,Site.ID,A Site.ID used does not match the Site tab.,FALSE,"",""
SP0040,2017/18,Times.Clim,Time,"Duplicate rows exist in table for cols Site.ID, Time, B.Code.",FALSE,"",""
SP0048,2018,Times.Clim,Time,"Duplicate rows exist in table for cols Site.ID, Time, B.Code.",FALSE,"",""
