B.Code,value,table,field,issue,issue_addressed,addressed_by_whom,notes
LM0020,Supplementation,Animals.Diet,A.Level.Name,Missing value in compulsory field D.Type.,FALSE,"",""
LM0101,Unspecified,Animals.Diet,D.Amount,Non-numeric value in numeric field.,FALSE,"",""
LM0120,Duckweed Diet,Animals.Diet,A.Level.Name,Missing value in compulsory field D.Type.,FALSE,"",""
LM0128,H0D0,Animals.Diet,A.Level.Name,Missing value in compulsory field D.Type.,FALSE,"",""
LM0150,15 g Gliricidia/22.5 g Gliricidia/30 g Gliricidia/7.5 g Gliricidia,Animals.Diet,A.Level.Name,Mismatch in field value between parent and child tables.,FALSE,"",""
LM0238,Commercial D Meal,Animals.Diet,A.Level.Name,Missing value in compulsory field D.Type.,FALSE,"",""
LM0248,HGB1/HB2/HGB2,Animals.Diet,A.Level.Name,Rows in have no diet item selected and diet type is no Entire Diet.,FALSE,"",""
LM0310,FS 50,Animals.Diet,A.Level.Name,Mismatch in field value between parent and child tables.,FALSE,"",""
LM0320,Unspecified,Animals.Diet,D.Amount,Non-numeric value in numeric field.,FALSE,"",""
LM0351,Unspecified,Animals.Diet,D.Amount,Non-numeric value in numeric field.,FALSE,"",""
NJ0003,0 g/kg CBLE/10 g/kg CBLE/15 g/kg CBLE/5 g/kg CBLE,Animals.Diet,A.Level.Name,Mismatch in field value between parent and child tables.,FALSE,"",""
NJ0013,Group GH,Animals.Diet,A.Level.Name,Mismatch in field value between parent and child tables.,FALSE,"",""
NJ0016,Urea-treated Maize strover Y2/NP Y3,Animals.Diet,A.Level.Name,Rows in have no diet item selected and diet type is no Entire Diet.,FALSE,"",""
NJ0025,Beef survival meal/NP,Animals.Diet,A.Level.Name,Mismatch in field value between parent and child tables.,FALSE,"",""
NJ0025,Mixed forage meal,Animals.Diet,A.Level.Name,Rows in have no diet item selected and diet type is no Entire Diet.,FALSE,"",""
NJ0032,SB-20,Animals.Diet,A.Level.Name,Rows in have no diet item selected and diet type is no Entire Diet.,FALSE,"",""
NN0007,Unspecified,Animals.Diet,D.Amount,Non-numeric value in numeric field.,FALSE,"",""
NN0022,450g/day,Animals.Diet,A.Level.Name,Missing value in compulsory field D.Type.,FALSE,"",""
NN0080,T3,Animals.Diet,A.Level.Name,Missing value in compulsory field D.Type.,FALSE,"",""
NN0083,Unspecified,Animals.Diet,D.Amount,Non-numeric value in numeric field.,FALSE,"",""
NN0107,Green panic,Animals.Diet,A.Level.Name,Missing value in compulsory field D.Type.,FALSE,"",""
NN0154,Lupins Supplimentation,Animals.Diet,A.Level.Name,Missing value in compulsory field D.Type.,FALSE,"",""
NN0156,Whole-grain,Animals.Diet,A.Level.Name,Mismatch in field value between parent and child tables.,FALSE,"",""
NN0165,Intensive/Extensive,Animals.Diet,A.Level.Name,Missing value in compulsory field D.Type.,FALSE,"",""
NN0191,1000g Sheep,Animals.Diet,A.Level.Name,Mismatch in field value between parent and child tables.,FALSE,"",""
NN0191,1000g Sheep /1000g Goat,Animals.Diet,A.Level.Name,Missing value in compulsory field D.Type.,FALSE,"",""
NN0202,SESME,Animals.Diet,A.Level.Name,Missing value in compulsory field D.Type.,FALSE,"",""
NN0242,pig manure/cattle manure,Animals.Diet,A.Level.Name,Missing value in compulsory field D.Type.,FALSE,"",""
NN0244,Bundle 1 Whole Grass (WG)/Bundle 2 Whole Grass (WG)/Bundle 3  CG + MB,Animals.Diet,A.Level.Name,Mismatch in field value between parent and child tables.,FALSE,"",""
NN0255,T5 Napier (12 weeks) +2.5 kg lucerne,Animals.Diet,A.Level.Name,Mismatch in field value between parent and child tables.,FALSE,"",""
NN0272.2,T3 SPV,Animals.Diet,A.Level.Name,Mismatch in field value between parent and child tables.,FALSE,"",""
NN0276.2,Leucana leaves T2,Animals.Diet,A.Level.Name,Mismatch in field value between parent and child tables.,FALSE,"",""
NN0279,12g Gliricidia,Animals.Diet,A.Level.Name,Missing value in compulsory field D.Type.,FALSE,"",""
NN0293,Unspecified,Animals.Diet,D.Amount,Non-numeric value in numeric field.,FALSE,"",""
NN0299,Unspecified,Animals.Diet,D.Amount,Non-numeric value in numeric field.,FALSE,"",""
NN0329,Diet 1 Barley Bran,Animals.Diet,A.Level.Name,Mismatch in field value between parent and child tables.,FALSE,"",""
NN0334,Base,Animals.Diet,A.Level.Name,Missing value in compulsory field D.Type.,FALSE,"",""
NN0352,Base/Control/HDSD,Animals.Diet,A.Level.Name,Missing value in compulsory field D.Type.,FALSE,"",""
NN0365,Unspecified,Animals.Diet,D.Amount,Non-numeric value in numeric field.,FALSE,"",""
NN0372,Adlibitum,Animals.Diet,D.Amount,Non-numeric value in numeric field.,FALSE,"",""
NN0376,Base/Enclosures/Open Communial Grazing,Animals.Diet,A.Level.Name,Missing value in compulsory field D.Type.,FALSE,"",""
NN0377,adlibitum,Animals.Diet,D.Amount,Non-numeric value in numeric field.,FALSE,"",""
NN0394,AS,Animals.Diet,A.Level.Name,Missing value in compulsory field D.Type.,FALSE,"",""
NN0394,Adlibitum,Animals.Diet,D.Amount,Non-numeric value in numeric field.,FALSE,"",""
