B.Code,value,table,field,issue,issue_addressed,addressed_by_whom,notes
AC0054,No fertilizer/RR/1.5RR,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0070,DiSML rot/ATDSML rot,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0077.1,Weedy fallow N0/Weedy fallow N1/Crotalaria -FYM N0/Crotalaria -FYM N1/Crotalaria +FYM N0/Crotalaria +FYM N1/weedy fallow N0+FYM MZ/weedy fallow N1+FYM MZ,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0077.2,0 N 0 Res/2 t/ha Res/4 t/ha Res/50 kg N/6 t/ha Res/8 t/ha Res,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0077.3,Weedy fallow rot/Res removed/Res incorp/Res mulch/Mineral N,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0080,DSRML,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0082,MW-WM CT R/MW-WM CT K/MW-WM ZT R/MW-WM ZT K,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0083,DLR/Gn Rot/Pp Rot,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0084,T rot/NPK rot,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0092,GG DT/Maize CT/Maize DT/PG DT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0094,CA,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0096,1.5 Gypsum/3 Gypsum/4.5 Gypsum/6 Gypsum/0 Gypsum,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0100,Fallow-Maize rot/Hyptis-Maize rot,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0101,T1/T2/T3/T4,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0108,Ac 0N/Aj 0N/Al 0N/Lp 0N/Ss 0N/BF 0N/Ac N+/Aj N+/Al N+/Lp N+/Ss N+/BF N+/Ac N++/Aj N++/Al N++/Lp N++/Ss N++/BF N++/Ac 0P/Aj 0P/Al 0P/Lp 0P/Ss 0P/BF 0P/Ac P+/Aj P+/Al P+/Lp P+/Ss P+/BF P+/Ac  P++/Aj  P++/Al  P++/Lp P++/Ss P++/BF P++/Ac 0K/Aj 0K/Al 0K/Lp 0K/Ss 0K/BF 0K/Ac K+/Aj K+/Al K+/Lp K+/Ss K+/BF K+/Ac K++/Aj K++/Al K++/Lp K++/Ss K++/BF K++,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0109,Wheat 0N-Maize/Wheat 40N-Maize/Wheat 80N-Maize/Wheat 120N-Maize,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0114,DS-MC,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0116,100CM Maize/100CM NF/100CM Sesbania/100U100CM Maize/100U100CM NF/100U100CM Sesbania/100Urea Maize/100Urea NF/100Urea Sesbania/150U150CM Maize/150U150CM NF/150U150CM Sesbania/200CM Maize/200CM NF/200CM Sesbania/200Urea Maize/200Urea NF/200Urea Sesbania/300CM Maize/300CM NF/300CM Sesbania/300Urea Maize/300Urea NF/300Urea Sesbania/No fert Maize/No fert NF/No fert Sesbania,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0118,CT M/O/CT M/V/NT M/O/NT M/V,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0121,CA,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0126,O/M 0N CT/O/M 0N NT/O/M 180N CT/O/M 180N NT/OV/MC 0N CT/OV/MC 0N NT/OV/MC 180N CT/OV/MC 180N NT/V/M 0N CT/V/M 0N NT/V/M 180N CT/V/M 180N NT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0127,Cal 1.5__Common Bean__Maize CT/Cal 1.5__Common Bean__Maize NT/Cal 3__Common Bean__Maize CT/Cal 3__Common Bean__Maize NT/Cal 4.5__Common Bean__Maize CT/Cal 4.5__Common Bean__Maize NT/Common Bean__Gril 1.5__Maize NT/Common Bean__Gril 3__Maize CT/Common Bean__Gril 3__Maize NT/Common Bean__Gril 4.5__Maize CT/Common Bean__Gril 4.5__Maize NT/Common Bean__Maize CT/Common Bean__Maize CT__Pp 1.5/Common Bean__Maize CT__Pp 3/Common Bean__Maize CT__Pp 4.5/Common Bean__Maize NT/Common Bean__Maize NT__Pp 1.5/Common Bean__Maize NT__Pp 3/Common Bean__Maize NT__Pp 4.5/Cowpea__Maize CT/Cowpea__Maize NT/Lablab__Maize CT/Lablab__Maize NT/Cal 1.5__Common Bean__Maize CT/Cal 1.5__Common Bean__Maize NT/Cal 3__Common Bean__Maize CT/Cal 3__Common Bean__Maize NT/Cal 4.5__Common Bean__Maize CT/Cal 4.5__Common Bean__Maize NT/Common Bean__Gril 1.5__Maize NT/Common Bean__Gril 3__Maize CT/Common Bean__Gril 3__Maize NT/Common Bean__Gril 4.5__Maize CT/Common Bean__Gril 4.5__Maize NT/Common Bean__Maize CT/Common Bean__Maize CT__Pp 1.5/Common Bean__Maize CT__Pp 3/Common Bean__Maize CT__Pp 4.5/Common Bean__Maize NT/Common Bean__Maize NT__Pp 1.5/Common Bean__Maize NT__Pp 3/Common Bean__Maize NT__Pp 4.5/Cowpea__Maize CT/Cowpea__Maize NT/Lablab__Maize CT/Lablab__Maize NT,Rot.Seq,R.Treatment,Treatname name used in time sequence does not match treatment or intercrop tabs.,FALSE,"",""
AC0127,Cal 1.5m CT/Cal 3m CT/Cal 4.5m CT/Gril 1.5m CT/Gril 3m CT/Gril 4.5m CT/Control CT/Cal 1.5m NT/Cal 3m NT/Cal 4.5m NT/Gril 1.5m NT/Gril 3m NT/Gril 4.5m NT/Control NT/Pp 1.5m CT/Pp 3m CT/Pp 4.5m CT/Pp 1.5m NT/Pp 3m NT/Pp 4.5m NT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0128,TSP Broadcast CT/TSP Broadcast NT/TSP Furrow CT/TSP Furrow NT/RRP Broadcast CT/RRP Broadcast NT/RRP Furrow CT/RRP Furrow NT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0132,F/M 0N/F/M 145N/O/M 0N NT/O/M 145N NT/OV/M 0N/OV/M 145N/OV/MC 0N NT/OV/MC 145N NT/V/M 0N NT/V/M 145N NT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0138,Wheat-Maize CA/Wheat-Maize CT/Maize-Safflower CA/Maize-Safflower CT/Wheat-Safflower CA/Wheat-Safflower CT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0142,CTB-I/PB-B/PB-R/PB-P/PB-K/0N/150N/300N,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0147,CT/RT/NT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0149,PB/CT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0151,CT inc/PB burned/PB partly retained/PB removed/PB retained,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0152,CONV/NT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0153,0PS/20PS/40PS/80PS,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0154,Control/PS/PL/DS/MF,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0156,Control/60N/120N/180N,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0159,CT/RI/ZT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0161,Control rot/50N T1 rot/100N T1 rot/150N T1 rot/200N T1 rot/50N T2 rot/100N T2 rot/150N T2 rot/200N T2 rot/150N T0 rot,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0165,Control/Biochar/Compost/Biochar + Compost/NPK/Biochar + NPK/Compost + NPK/Biochar + Compost + NPK,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0167,No residue/Lime/Residue/Lime + residue,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0169,CA Maize + Soybean/CA Maize+manure + Soybean + Manure/CA Maize + groundnuts/CA Maize + manure+ groundnuts+ Manure/CA Maize ..CA Maize + manure+ groundnuts..groundnuts+ Manure/CA Maize..CA Maize+manure + Soybean..Soybean + Manure,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AC0173,T1/T2/T3,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AF0002,NT/NT + F/NT + R/NT +R +F/CT/CT + F/CT + R/CT +R +F/NT agg/CT agg,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
AF0003,wheat after lupin (conv)/wheat after canola (conv)/wheat after medicago (conv)/wheat after lupin (zero)/wheat after canola (zero)/wheat after medicago (zero)/wheat after lupin (no-till)/wheat after canola (no-till)/wheat after medicago (no-till)/wheat after lupin (min)/wheat after canola (min)/wheat after medicago (min)/tyg-wheat after lupin (conv)/tyg-wheat after canola (conv)/tyg-wheat after medicago (conv)/tyg-wheat after lupin (zero)/tyg-wheat after canola (zero)/tyg-wheat after medicago (zero)/tyg-wheat after lupin (no-till)/tyg-wheat after canola (no-till)/tyg-wheat after medicago (no-till)/tyg-wheat after lupin (min)/tyg-wheat after canola (min)/tyg-wheat after medicago (min),Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0009,CT/RT/No Fert/Fert/No Res/Res,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0012,R1/R2/R3,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0013,Maize Sb/Maize Sb Manure/Maize Gn/Maize Gn Manure,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0015,MZ/MZ 70/MZ140/MZ210/MZ-C/C-MZ 70/C-MZ140/C-MZ210/MZ-U/U-MZ 70/U-MZ140/U-MZ210,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0019,2000,Rot.Seq,Time,A Time used does not match the Time tab.,FALSE,"",""
CJ0019,Maize/sunnhemp/Maize/sunnhemp,Rot.Seq,R.Treatment,Treatname name used in time sequence does not match treatment or intercrop tabs.,FALSE,"",""
CJ0019,Sunn hemp - Maize /Natural -Maize ,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0020,Maize_beans Control (C)/Maize_beans Biochar + Inoculant (BI)/Maize_beans Biochar (B)/Maize_beans Biochar + Fertilizer (BF)/Maize_beans Biochar + Inoculant + Fertilizer (BIF)/Maize_beans Inoculant (I)/Maize_beans Fertilizer (F)/Maize_beans Inoculant + Fertilizer (IF),Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0021,CT Peanuts/CT Beans/CT Pigeon Pea/CT Sunn Hemp/MT Beans/MT Peanuts/MT Pigeon Pea/MT Sunn Hemp/NT Beans/NT Peanuts/NT Pigeon Pea/NT Sunn Hemp,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0025,Fallow-Fallow Maize/Fallow-Fallow Maize 60N/Lab lab-GRIF 1246-maize/Lab lab-GRIF 1246-maize-60N/Lab lab-ILRI 147-maize/Lab lab-ILRI 147-maize-60N/Lab lab-ILRI 730-maize/Lab lab-ILRI 730-maize-60N/Lab lab-PI 195851-maize/Lab lab-PI 195851-maize-60N/Lab lab-PI 392369-maize/Lab lab-PI 392369-maize-60N/Lab lab-PI 509114-maize/Lab lab-PI 509114-maize-60N,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0026,Maize_Dibblestick_CRF/Maize-DBM/DBMCR/RSM/DSSM/RM/DSM/Maize_Direct seeder_CRF/Maize_Rip line_CRF,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0027,CA_MMC/ CP_ MMC/CA_BMC/ CP_ BMC/CA_MBR/CP_MBR/CA_MMC_B/ CP_ MMC_B/CA_BMC_B/ CP_ BMC_B/CA_MBR_B/CP_MBR_B,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0028,natural crop Year 1 /natural crop Year 2/natural crop Year 3/P-fallowcrop Year 1 /P-fallowcrop Year 2/P-fallowcrop Year 3/L-alleycrop Year 1 /L-alleycrop Year 2/L-alleycrop Year 3,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0040,sms-control/sms-p/sms-i/sms-p+i,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0045,CA/CT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0046,MD/R NT/MD/R CT/MS/S/R NT/MS/S/R CT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0051,barley-maize CADI/barley-maize CTDI/barley-maize CAFI/barley-maize CTFI,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0060,improv bean-mz/loc bean-mz/mz-improv bn intercrop-Mz/mz- loc bn intercrop-Mz,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0061,CLOTALARIA-SOY /CORN 0-SOY/CORN 80-SOY/RUZI-SOY /WHEAT-SOY/FALLOW-SOY,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0062,N0/N40/N80/N120/N160/N200/N0_C40/N40_C40/N80_C40/N120_C40/N160_C40/N200_C40,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0066,sole maize-NFI-M/sole maize-NF FYM/Sole MZ- CrotalariaI-M/Sole MZ- Crotalaria FYM/Sole MZ- peas I-M/Sole MZ- peas FYM/Sole MZ-Lablab I-M/Sole MZ-Lablab FYM/bean/maize-NF-I-M/bean/maize-NF-FYM/Bean/MZ- Crotalaria I-M/Bean/MZ- Crotalaria-FYM/Bean/MZ- peas I-M/Bean/MZ- peas-FYM/bean/MZ-Lablab-I-M/bean/MZ-Lablab-FYM,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0078,NT_MUCLHING/MT_MUCLHING/CT_MUCLHING/NT_MECHANICAL/MT_MECHANICAL/CT_MECHANICAL/NT_CHEMICAL/MT_CHEMICAL/CT_CHEMICAL,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0080,R1_NT/R2_NT/R3_NT/R1_CT/R2_CT/R3_CT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0081,maize-potato 12 CF/maize-potato 6 CF/maize-potato 16 CF/maize-potato control/maize-potato F,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0090,M-C-CT/MM-C-CT/M-C-RT/MM-C-RT/M-C-NT/MM-C-NT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0092,MAIZE BEAN CTS/MAIZE BEAN NTS/SORGHUM-MAIZE CTS/SORGHUM-MAIZE NTS,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0097,Sequence,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0098,Black Oats/Black Oats_12L/Black Oats_4L/Black Oats_8L/soybean/soybean_12L/soybean_4L/soybean_8L/wheat/wheat_12L/wheat_4L/wheat_8L/Black Oats/Black Oats_12L/Black Oats_4L/Black Oats_8L/soybean/soybean_12L/soybean_4L/soybean_8L/wheat/wheat_12L/wheat_4L/wheat_8L,Rot.Seq,R.Treatment,Treatname name used in time sequence does not match treatment or intercrop tabs.,FALSE,"",""
CJ0098,wheat/oat/soybean/corn/bean-0N/wheat/oat/soybean/corn/bean-0N_4L/wheat/oat/soybean/corn/bean-0N_8L/wheat/oat/soybean/corn/bean-0N_12L/wheat/oat/soybean/corn/bean-60N/wheat/oat/soybean/corn/bean-60N_4L/wheat/oat/soybean/corn/bean-60N_8L/wheat/oat/soybean/corn/bean-60N_12L/wheat/oat/soybean/corn/bean-120N/wheat/oat/soybean/corn/bean-120N_4L/wheat/oat/soybean/corn/bean-120N_8L/wheat/oat/soybean/corn/bean-120N_12L/wheat/oat/soybean/corn/bean-180N/wheat/oat/soybean/corn/bean-180N_4L/wheat/oat/soybean/corn/bean-180N_8L/wheat/oat/soybean/corn/bean-180N_12L,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0102,CONTROL-radish/A.B-radish/75N-radish/75N_A.B-radish/150N-radish/150N_A.B-radish/225N-radish/225N_A.B-radish/CONTROL-black oats/A.B-black oats/75N-black oats/75N_A.B-black oats/150N-black oats/150N_A.B-black oats/225N-black oats/225N_A.B-black oats,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0102,black oats/black oats,Rot.Seq,R.Treatment,Treatname name used in time sequence does not match treatment or intercrop tabs.,FALSE,"",""
CJ0107,Cajanus cajan wn/Urochloa ruziziensis wn/Canavalia brasiliensis wn/Sorghum bicolor wn/Cajanus cajan nn/Urochloa ruziziensis nn/Canavalia brasiliensis nn/Sorghum bicolor nn,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0112,Control/MF/PL2/PL2MF1/2/PL4/PL8,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0113,Chiseling rot/Conventional rot/NT rot/not RB rot/RB rot,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0114,"Brown hemp/Millet/Brown hemp +Millet/Corn  + Brachiaria/Conventional — spont veg; melon plastic.mulch/Soil without vegetation/Spont veg, no melon plastic.mulch/Pigeon pea/Pigeon pea + millet/Jack bean/Jack bean +millet (Penntsetuyn glaucuyn)/Corn +Bracharia spont veg/Brown hemp_ct/Millet_ct/Brown hemp +Millet_ct/Corn  + Brachiaria_ct/Conventional — spont veg; melon plastic.mulch_ct/Soil without vegetation_ct/Spont veg, no melon plastic.mulch_ct/Pigeon pea_ct/Pigeon pea + millet_ct/Jack bean_ct/Jack bean +millet (Penntsetuyn glaucuyn)_ct/Corn +Bracharia spont veg_ct",Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0114,"Brown hemp_ct/Conventional — spont veg; melon plastic.mulch_ct/Corn +Bracharia spont veg_ct/Millet_ct/Spont veg, no melon plastic.mulch_ct/millet/Brown hemp_ct/Conventional — spont veg; melon plastic.mulch_ct/Corn +Bracharia spont veg_ct/Millet_ct/Spont veg, no melon plastic.mulch_ct/millet",Rot.Seq,R.Treatment,Treatname name used in time sequence does not match treatment or intercrop tabs.,FALSE,"",""
CJ0119,Control/RPR/TSP/TP,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0132,OF3/OF5,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0141,RO-CT/RO-MT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0155,CT/NT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0158,Control_Shandwe-1/72N_Shandwe-1/108N_Shandwe-1/144N_Shandwe-1/Control_Giza-32/72N_Giza-32/108N_Giza-32/144N_Giza-32/Control_Sohag-1/72N_Sohag-1/108N_Sohag-1/144N_Sohag-1/Control agg/72N agg/108N agg/144N agg,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0186,CT/CA,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0190,CA_Dangishta/CT_Dangishta/CA_Robit/CT_Robit,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
CJ0195,CA/CT,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
DM0021,Control/Limestone/Slag,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
DM0023,CA,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
DM0025,Wheat/Maize/Wheat/Safflower/Maize/Wheat/Maize/Safflower/Safllower/Wheat/Safflower/Maize,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
HK0111,(C) Maize + Cassava__(M) Maize + cassava/(C) Maize + Cassava_mound__(M) Maize + cassava_mound/(C) Maize + cassava + 30__(M) Maize + cassava + 30/(C) Maize + cassava + 30_mound__(M) Maize + cassava + 30_mound/(C) Maize + cassava + 60__(M) Maize + cassava + 60/(C) Maize + cassava + 60_mound__(M) Maize + cassava + 60_mound/(C) Maize + Cassava__(M) Maize + cassava/(C) Maize + Cassava_mound__(M) Maize + cassava_mound/(C) Maize + cassava + 30__(M) Maize + cassava + 30/(C) Maize + cassava + 30_mound__(M) Maize + cassava + 30_mound/(C) Maize + cassava + 60__(M) Maize + cassava + 60/(C) Maize + cassava + 60_mound__(M) Maize + cassava + 60_mound,Rot.Seq,R.Treatment,Treatname name used in time sequence does not match treatment or intercrop tabs.,FALSE,"",""
HK0111,Natural fallow/P.phaseoloides fallow /S.siamea fallow/L.leucocephala fallow/A.leptocarpa fallow/A.auriculiformis fallow/Natural fallow + 30 N/Natural fallow + 60 N/Natural fallow + mound/P.phaseoloides fallow  + mound/S.siamea fallow + mound/L.leucocephala fallow + mound/A.leptocarpa fallow + mound/A.auriculiformis fallow + mound/Natural fallow + 30 N + mound/Natural fallow + 60 N + mound/Natural fallow-(4yr)/P.phaseoloides fallow -(4yr)/S.siamea fallow-(4yr)/L.leucocephala fallow-(4yr)/A.leptocarpa fallow-(4yr)/A.auriculiformis fallow-(4yr)/Natural fallow + mound-(4yr)/P.phaseoloides fallow  + mound-(4yr)/S.siamea fallow + mound-(4yr)/L.leucocephala fallow + mound-(4yr)/A.leptocarpa fallow + mound-(4yr)/A.auriculiformis fallow + mound-(4yr),Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
HK0157,Le+NPK/Le-NPK/NT+NPK/NT-NPK/Se+NPK/Se-NPK,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
HK0161.2,Fallow-maize+ fertilizer/P. phaseoloides-maize+ fertilizer/A. histrix-maize+ fertilizer/S. guianensis-maize+ fertilizer/DP soybean-maize+ fertilizer/Grain cowpea-maize+ fertilizer/Grain soybean-maize+ fertilizer/Fallow-maize/P. phaseoloides-maize/A. histrix-maize/S. guianensis-maize/DP soybean-maize/Grain cowpea-maize/Grain soybean-maize,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
HK0166,MC_AS/MC_C/MC_CAN/MC_UA/MM_AS/MM_C/MM_CAN/MM_UA,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
HK0227,CO No manure/CC No manure/CS No manure/LD No manure/S/L No manure/CO Manure/CC Manure/CS Manure/LD Manure/S/L Manure,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
HK0240,Sesbania-maize rotation/Tephrosia-maize rotation,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
HK0255.2,HRS CAM+2YR-M/MFTC CAM+2YR-M/MFTC CAM+3YR-M/SRS CAM+2YR-M/SRS CAM+3YR-M/DTC CAM+2YR-M/CRS CAM+2YR-M,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
HK0258.3,M-SB-CON-0N/M-SB-LL-0N/M-SB-FL-0N/M-SB-GS-0N/M-SB-CON-60N/M-SB-LL-60N/M-SB-FL-60N/M-SB-GS-60N/M-SB-CON-120N/M-SB-LL-120N/M-SB-FL-120N/M-SB-GS-120N,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
HK0268,CT/CR/TR/MR,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
HK0294,Acacia angustissima CT /Acacia angustissima NT /Sesbania sesban CT /Sesbania sesban NT /Natural fallow CT /Natural fallow NT ,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
HK0306.1,T3 -Gnut - maize (fertilizer)/T4 -Gnut - maize (no fertlizer),Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
HK0306.2,T3 -Gnut - maize (fertilizer)/T4 -Gnut - maize (no fertlizer),Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
HK0313,H-CP/H-DS/H-RS/CP/RS/DS,Rot.Seq,R.Level.Name,Duplicate value in unique field.,FALSE,"",""
